init,Compacidad,Tolerancia,Hamming,Balance
random_dense,206.0,52.0,0.4229928389451215,0.0038259319327366
random_dense,275.0,58.0,0.3454706640876854,0.0020908619405296
random_dense,328.0,74.0,0.3596777157931153,0.0024927763391797
random_dense,165.0,38.0,0.3730174081237911,0.0024421329638622
random_dense,261.0,55.0,0.3750305698214722,0.0026781265781587
random_dense,284.0,66.0,0.3810776895415043,0.0028830231477263
random_dense,261.0,61.0,0.3854311024156952,0.0028682440570867
random_dense,151.0,36.0,0.4106547367432248,0.0032583767224467
random_dense,172.0,40.0,0.3987300016493485,0.0031038706126221
random_dense,206.0,49.0,0.3861332025063692,0.0028836890014662
random_dense,209.0,49.0,0.4035130136753877,0.0032093777386348
random_dense,190.0,47.0,0.4160600970511385,0.0036023117848985
random_dense,198.0,49.0,0.4085312343291066,0.0034407933309391
random_dense,279.0,65.0,0.3637452655125957,0.0025143514474806
random_dense,308.0,73.0,0.3874602790826195,0.0029968276269392
random_dense,290.0,68.0,0.3852256052824651,0.0030186502432487
random_dense,249.0,61.0,0.3976900509840781,0.0031782160823724
random_dense,212.0,50.0,0.3846221397029306,0.0026841165299487
random_dense,270.0,66.0,0.4019339374835828,0.003533834431724
random_dense,220.0,51.0,0.399818665377176,0.0030419744737125
random_dense,188.0,45.0,0.4076222272521502,0.0031286232837248
random_dense,223.0,54.0,0.40793658365932,0.0035830901211036
random_dense,225.0,47.0,0.3505949566587865,0.0020250728718591
random_dense,220.0,54.0,0.4004593810444874,0.0032817624758844
random_dense,145.0,36.0,0.4233492296404989,0.0035488504625709
random_dense,210.0,55.0,0.425886524822695,0.0040699209616948
random_dense,254.0,63.0,0.4048940358519015,0.0034492134622472
random_dense,210.0,48.0,0.3674983113812901,0.0025823522229088
random_dense,241.0,55.0,0.3670470262793914,0.0026030234870491
random_dense,212.0,46.0,0.3697770306436505,0.0024185538928758
random_dense,272.0,64.0,0.3800355913642053,0.0028315356843149
random_dense,157.0,35.0,0.4046392916836066,0.0032093533709228
random_dense,239.0,61.0,0.430138876524526,0.0045582642798247
random_dense,222.0,50.0,0.3751397674270014,0.0025134377118473
random_dense,173.0,43.0,0.414012216619522,0.0033513305400048
random_dense,280.0,62.0,0.3451241134751773,0.0019996734075401
random_dense,279.0,70.0,0.403584864892346,0.0034522623445234
random_dense,288.0,64.0,0.3730576487391647,0.0026020078614742
random_dense,161.0,34.0,0.3689374917404519,0.0024639951671008
random_dense,258.0,60.0,0.3781715597339051,0.0028605854051719
random_dense,280.0,68.0,0.3995029128672746,0.0033165656667214
random_dense,295.0,72.0,0.3884751773049645,0.0030271390177329
random_dense,234.0,54.0,0.4021412984178941,0.0031336388849287
random_dense,203.0,53.0,0.4104260559689759,0.0032630759517405
random_dense,237.0,54.0,0.3663741508812879,0.002360541160168
random_dense,307.0,69.0,0.3810237484695174,0.0028625344110036
random_dense,241.0,60.0,0.4114394808863777,0.0035125991517567
random_dense,223.0,52.0,0.3932632064370448,0.0028722326428942
random_dense,200.0,51.0,0.4164760638297872,0.0035965136114569
random_dense,171.0,36.0,0.3678144830160507,0.0024247281385028
random_dense,232.0,55.0,0.4007512533626803,0.0033358041923977
random_dense,147.0,37.0,0.4132773676846625,0.0035553914712899
random_dense,236.0,58.0,0.4129778218535881,0.0036488995633434
random_dense,263.0,67.0,0.4135655151956422,0.0038001684612494
random_dense,192.0,40.0,0.3515301787825058,0.0020958279022212
random_dense,221.0,52.0,0.3831472032348127,0.0028327780628887
random_dense,172.0,42.0,0.4042501649348507,0.0032840408872743
random_dense,233.0,55.0,0.3774769427449548,0.0026940369777901
random_dense,158.0,40.0,0.4218735972708501,0.0036707660096884
random_dense,255.0,56.0,0.3676748713669865,0.0023823548943588
random_dense,249.0,63.0,0.4256600871571391,0.004235345099393
random_dense,211.0,47.0,0.373563073510134,0.0025527275978026
random_dense,231.0,54.0,0.3958659543765926,0.0031095005137391
random_dense,213.0,57.0,0.4197382878833283,0.0036856105305773
random_dense,193.0,45.0,0.3821335391173336,0.0027099232054661
random_dense,269.0,59.0,0.359500645943737,0.0023168200358891
random_dense,241.0,52.0,0.3529656278508578,0.0020799436814461
random_dense,237.0,57.0,0.3976045126731902,0.0031374911218106
random_dense,164.0,38.0,0.4100555699705933,0.0033417067710203
random_dense,317.0,74.0,0.3766667785309976,0.002888053545808
random_dense,219.0,54.0,0.4252728391463454,0.0039151845916639
random_dense,184.0,37.0,0.383320806352143,0.0027294604119924
random_dense,218.0,50.0,0.3901807209317457,0.0029791782022728
random_dense,321.0,72.0,0.3649333863591171,0.0025258204219142
random_dense,179.0,37.0,0.3521385554102778,0.0020808829142979
random_dense,236.0,58.0,0.385920032455824,0.0029537609226049
random_dense,183.0,43.0,0.3754311514165019,0.0026475588479693
random_dense,308.0,75.0,0.4037631251726996,0.003609362568672
random_dense,269.0,62.0,0.3651987924806876,0.0025251990852565
random_dense,220.0,52.0,0.4134872662798194,0.0035951106754351
random_dense,280.0,62.0,0.3629495947315096,0.0023615271307519
random_dense,248.0,55.0,0.3576591455044612,0.00218153255789
random_dense,249.0,58.0,0.3821740864165883,0.002821428909002
random_dense,224.0,56.0,0.4126139817629179,0.0036707623329152
random_dense,296.0,64.0,0.3598272474602262,0.0023291504222195
random_dense,260.0,64.0,0.390671031096563,0.0030490125566648
random_dense,323.0,74.0,0.371226094021035,0.0027843080747821
random_dense,272.0,66.0,0.3955530350438047,0.003082595496445
random_dense,262.0,63.0,0.3773922635482649,0.0026794099696344
random_dense,168.0,40.0,0.3815750591016548,0.0027289176465545
random_dense,323.0,76.0,0.3828195331884153,0.0030532025651448
random_dense,165.0,33.0,0.437029873200086,0.0049340070203754
random_dense,184.0,40.0,0.3609360545790934,0.0022190172763989
random_dense,183.0,33.0,0.3981416889508972,0.0030351309595446
random_dense,340.0,74.0,0.3443627450980392,0.0022125709117606
random_dense,173.0,32.0,0.3715871356536712,0.0026636222154768
random_dense,190.0,46.0,0.4405141843971631,0.0054756270507232
random_dense,298.0,59.0,0.3460659717264029,0.0019893760877536
random_dense,263.0,54.0,0.3379075317530944,0.0019590962156353
random_dense,350.0,82.0,0.3681256332320162,0.0028904945651113
random_dense,240.0,62.0,0.4360224586288416,0.0051155892316225
random_dense,174.0,44.0,0.4147815276758784,0.003476369491452
random_dense,247.0,46.0,0.3553923679903523,0.0021601619157664
random_dense,159.0,35.0,0.4348320620901914,0.0042065631076878
random_dense,247.0,64.0,0.4361343210727309,0.0049468751349867
random_dense,164.0,37.0,0.4282293288358415,0.0042527722697952
random_dense,254.0,67.0,0.4304566649913441,0.0045604946792013
random_dense,328.0,79.0,0.3900547050683273,0.0033680070149075
random_dense,179.0,44.0,0.4398599389833195,0.0045933430536563
random_dense,208.0,44.0,0.3543542007637752,0.0020866914823116
random_dense,212.0,55.0,0.4335482737856282,0.0043633162555445
random_dense,173.0,32.0,0.3596369860205796,0.0023937795319939
random_dense,188.0,41.0,0.4061651199637845,0.0031999971246626
random_dense,268.0,67.0,0.4196404943368265,0.0044116966492335
random_dense,191.0,38.0,0.3653689057220303,0.0023342589477813
random_dense,179.0,44.0,0.4202127659574468,0.0035855642145953
random_dense,284.0,58.0,0.3383215962441314,0.0019321634259825
random_dense,206.0,43.0,0.3941936927632031,0.0029900074563029
random_dense,182.0,41.0,0.4389174655132101,0.004420006395255
random_dense,234.0,54.0,0.3645132448323938,0.002303466967396
random_dense,156.0,33.0,0.4099779505364612,0.0038167221930029
random_dense,180.0,46.0,0.4117563041765169,0.0037056679129322
random_dense,221.0,56.0,0.429017842816341,0.0042199011931386
random_dense,183.0,48.0,0.4373425570670077,0.004613844830232
random_dense,184.0,44.0,0.3908032685784767,0.0028571784668398
random_dense,287.0,72.0,0.4089257913855734,0.0040897997750383
random_dense,167.0,40.0,0.41109270820062,0.0037522029787299
random_dense,218.0,48.0,0.391290910273928,0.0029182253738927
random_dense,219.0,47.0,0.3781655817869749,0.0025585161428132
random_dense,251.0,55.0,0.3613913141759204,0.0023018972696914
random_dense,207.0,54.0,0.4428598348579847,0.0050986946481486
random_dense,179.0,34.0,0.3677740797971394,0.0024547448308666
random_dense,174.0,34.0,0.4021154316458791,0.0031180881476652
random_dense,158.0,33.0,0.4078855821887063,0.003514376348791
random_dense,175.0,40.0,0.4349493414387031,0.0041911647517011
random_dense,205.0,54.0,0.435413423283169,0.0046275412881241
random_dense,253.0,61.0,0.3993040955344378,0.0034541955719464
random_dense,226.0,54.0,0.3709517981547731,0.002563023343798
random_dense,201.0,51.0,0.4441180621714125,0.0054639110249112
random_dense,203.0,54.0,0.4427994969080809,0.0048346769755572
random_dense,338.0,80.0,0.3806522514583071,0.0031049860414498
random_dense,266.0,55.0,0.3743134431824241,0.0026061103335324
random_dense,254.0,55.0,0.3531684536773329,0.0022617498774966
random_dense,156.0,37.0,0.4239691307510456,0.0040092206468208
random_dense,293.0,66.0,0.3565100573669305,0.0024736236683468
random_dense,288.0,73.0,0.4142164105594956,0.0038559114532878
random_dense,290.0,71.0,0.4008528980190756,0.00362699327908
random_dense,163.0,32.0,0.393007875386155,0.0029118581882347
random_dense,246.0,50.0,0.3452473620480886,0.0020218351254708
random_dense,296.0,74.0,0.4083015861606286,0.0039170970220762
random_dense,207.0,44.0,0.3871072737862747,0.0028552471982737
random_dense,207.0,48.0,0.416289786548806,0.0035490503339322
random_dense,276.0,53.0,0.3534503803063007,0.002178848818459
random_dense,297.0,66.0,0.3503952050051341,0.0021825469417514
random_dense,282.0,67.0,0.4057171419948694,0.0037187501356722
random_dense,276.0,69.0,0.4024180285743653,0.0035173174858481
random_dense,214.0,53.0,0.4227687744415722,0.0043385271199946
random_dense,175.0,40.0,0.4043667679837892,0.0032614060804644
random_dense,223.0,60.0,0.4392511846833953,0.0048228866725698
random_dense,175.0,42.0,0.4369604863221884,0.0048672992057846
random_dense,171.0,40.0,0.3992368628426859,0.0030739309410468
random_dense,241.0,56.0,0.3948051852505812,0.0029561961051523
random_dense,276.0,62.0,0.3748618820022613,0.0027061766165578
random_dense,338.0,75.0,0.3657491921608124,0.002677972251735
random_dense,192.0,46.0,0.3872682106973995,0.0032141441765339
random_dense,317.0,70.0,0.3485384925162762,0.0022513296551839
random_dense,242.0,60.0,0.4149082703241311,0.0040334186638076
random_dense,168.0,35.0,0.4067038162782843,0.0033238380965953
random_dense,237.0,58.0,0.4115308076727414,0.0038586815818169
random_dense,231.0,54.0,0.378331184182248,0.0028088063280269
random_dense,190.0,47.0,0.4316069428891377,0.0045862548890273
random_dense,264.0,50.0,0.3459428057167418,0.0019919203549854
random_dense,223.0,49.0,0.3541805807333905,0.0022681024306006
random_dense,314.0,74.0,0.3843056873108371,0.0031471166772961
random_dense,160.0,36.0,0.3889128989361702,0.0031406995831741
random_dense,309.0,68.0,0.3745639101195804,0.0027433226358214
random_dense,234.0,57.0,0.4245544644480815,0.0040822165732811
random_dense,275.0,67.0,0.3971631205673758,0.0036285033137249
random_dense,309.0,71.0,0.3781759966948977,0.0029351643132831
random_dense,252.0,50.0,0.3524287965777327,0.0021042422193482
random_dense,323.0,76.0,0.3812797795489976,0.002958508330393
random_dense,156.0,30.0,0.4032778687034006,0.0034764164125329
random_dense,217.0,56.0,0.4040387946530706,0.0034470129810491
random_dense,151.0,33.0,0.3972335728711662,0.0031834038863415
random_dense,171.0,37.0,0.3956700261291527,0.002968885758743
random_dense,238.0,56.0,0.3678258537457536,0.0026184434575896
random_dense,218.0,42.0,0.3574687682998243,0.0023700078883367
random_dense,277.0,57.0,0.3582264382825101,0.0022862654655907
random_dense,171.0,42.0,0.4340083364439467,0.0040134386865881
random_dense,169.0,39.0,0.3976509715053086,0.0033025776405835
random_dense,181.0,37.0,0.3775763097057326,0.0026641367075385
random_dense,224.0,49.0,0.3605266907294832,0.0023762972809379
random_dense,190.0,40.0,0.4408547965658828,0.0047454943478795
random_dense,297.0,64.0,0.3643228980108413,0.0025901682934534
random_dense,226.0,46.0,0.3512913450072177,0.0021605059989268
random_dense,184.0,46.0,0.4298103607770582,0.0039601346050113
random_dense,228.0,51.0,0.3660142155032972,0.0023723768228196
random_dense,188.0,43.0,0.4230326693828278,0.0039029509953565
random_dense,294.0,60.0,0.3597783084865152,0.0023169153826901
random_dense,314.0,77.0,0.3940744003252473,0.0033586750561251
random_dense,181.0,40.0,0.3821215861447435,0.0027321952685033
random_dense,176.0,45.0,0.4241517569310122,0.004008776739777
random_dense,222.0,45.0,0.3651643664941537,0.0024312699217667
random_dense,190.0,43.0,0.3786300858529302,0.0026204765306482
random_dense,285.0,56.0,0.3487744183152917,0.0020918480037788
random_dense,172.0,35.0,0.3830096486887679,0.0027721016601986
random_dense,188.0,45.0,0.4033970876716463,0.003536734262473
random_dense,287.0,66.0,0.3777213532013739,0.0029336292234061
random_dense,302.0,68.0,0.3704793105067869,0.0025407252587459
random_dense,206.0,52.0,0.4267239895338429,0.0042355992189428
random_dense,223.0,51.0,0.4240013675539865,0.0041896389424847
random_dense,213.0,48.0,0.3835572536876103,0.0028334230235452
random_dense,174.0,41.0,0.4247829542675471,0.0039442773988236
random_dense,237.0,52.0,0.3562445761139539,0.0022998992023467
random_dense,173.0,39.0,0.3886258352806132,0.0029416885147707
random_dense,200.0,41.0,0.3534352836879432,0.0021758539678273
random_dense,194.0,46.0,0.3974098852087446,0.0032400996652529
random_dense,222.0,57.0,0.4240264200370583,0.004482968922551
random_dense,229.0,54.0,0.4032603982780513,0.0032182649301961
random_dense,202.0,48.0,0.3683817849870093,0.0024335216278598
random_dense,294.0,71.0,0.3949468085106383,0.0034875170968585
random_dense,316.0,69.0,0.3537823188796121,0.0023770372434615
random_dense,250.0,60.0,0.3937801418439716,0.0031985332226749
random_dense,181.0,45.0,0.4421995611457231,0.0052762680115347
random_dense,220.0,52.0,0.3797066408768536,0.002804139952968
random_dense,267.0,61.0,0.3932717082370441,0.003205213165087
random_dense,216.0,46.0,0.3957471434200157,0.0031252509890283
random_dense,309.0,75.0,0.396626615253965,0.0035632600183927
random_dense,283.0,70.0,0.3873330326040649,0.0030584881426073
random_dense,343.0,78.0,0.3749741537952566,0.0029604739216429
random_dense,221.0,43.0,0.3709725297647701,0.0025216929815086
random_dense,194.0,50.0,0.4333781165460262,0.0043646106069542
random_dense,310.0,71.0,0.3604924502402196,0.0024342439541154
random_dense,231.0,56.0,0.4295078444014614,0.0043717883159639
random_dense,321.0,72.0,0.3601058306268089,0.0025648576350546
random_dense,161.0,38.0,0.4171952777410686,0.0037994603780383
random_dense,264.0,59.0,0.3512115839243498,0.0022236829120064
random_dense,191.0,48.0,0.4264834205933682,0.0041421552593555
random_dense,304.0,67.0,0.3581764417693169,0.0023485986367496
random_dense,183.0,41.0,0.3952641165755919,0.003181489959619
random_dense,202.0,49.0,0.4037901130538586,0.003447703495513
random_dense,264.0,68.0,0.4104072641306683,0.004000348792487
random_dense,172.0,39.0,0.439355517070757,0.0045378242115424
random_dense,299.0,74.0,0.4040062620081121,0.0037035490473357
random_dense,223.0,48.0,0.4011663963362274,0.0031822514337502
random_dense,220.0,48.0,0.3687782076079948,0.0025636792531263
random_dense,197.0,48.0,0.4385147784137955,0.0048646522284608
random_dense,237.0,57.0,0.4043675374809228,0.0037718827292109
random_dense,293.0,66.0,0.3684584755403868,0.0028182941207701
random_dense,235.0,47.0,0.3753319752527538,0.0024539281557999
random_dense,301.0,72.0,0.3875232675950142,0.0031894428028128
random_dense,306.0,77.0,0.4011177165901822,0.0038564334248553
random_dense,245.0,63.0,0.4250144738746563,0.0043237947665955
random_dense,223.0,58.0,0.4170085551633113,0.0039832192480123
random_dense,330.0,76.0,0.3738824414356329,0.0028765742658718
random_dense,298.0,68.0,0.3743812175734209,0.0028757165093003
random_dense,265.0,62.0,0.3857386591730229,0.0031591469488203
random_dense,313.0,73.0,0.3708109577866902,0.0026788706669271
random_dense,282.0,67.0,0.3929442683969619,0.0032314545560849
random_dense,231.0,53.0,0.4066117098031991,0.0034544254205214
random_dense,208.0,51.0,0.4204812806873977,0.0041551384995705
random_dense,233.0,60.0,0.4256498645481387,0.0043655561523064
random_dense,289.0,63.0,0.3740275834989816,0.0026924688899225
random_dense,158.0,33.0,0.4186865966424275,0.0036774150894183
random_dense,204.0,52.0,0.4170143234598804,0.0038253820100803
random_dense,278.0,62.0,0.354198556048778,0.0022630080500216
random_dense,237.0,49.0,0.3791483376724421,0.0028038058802238
random_dense,235.0,53.0,0.3869548815451939,0.0028635136304105
random_dense,175.0,38.0,0.4425683890577508,0.0052295012210407
random_dense,306.0,63.0,0.3595031984424975,0.0023048635006976
random_dense,218.0,53.0,0.4170204632702192,0.0040853556888964
random_dense,266.0,66.0,0.3987995254092678,0.0034792385434864
random_dense,197.0,39.0,0.3860703099686791,0.0026773118491145
random_dense,245.0,54.0,0.3795773628600376,0.0028283721294555
random_dense,244.0,60.0,0.408001249854668,0.0035764300961581
random_dense,262.0,59.0,0.3593098641113096,0.0024779552831326
random_dense,271.0,70.0,0.4248482112480699,0.0043776731950353
random_dense,171.0,41.0,0.4194195595371408,0.0036491507775098
random_dense,177.0,36.0,0.4369014705293104,0.0044176547631955
random_dense,322.0,75.0,0.3651188273644333,0.0027471696580451
random_dense,213.0,53.0,0.39751689807878,0.0031609005101602
random_dense,253.0,59.0,0.4206122277352619,0.0041263843463728
random_dense,216.0,48.0,0.3766499211977935,0.0028198074081551
random_dense,273.0,63.0,0.3674531733042371,0.0026334562578908
random_dense,216.0,57.0,0.4405453769372209,0.0049200438699726
random_dense,255.0,56.0,0.3800792657488527,0.0026901930674363
random_dense,194.0,41.0,0.3727334210718725,0.0025398997580882
random_dense,330.0,75.0,0.356963249516441,0.0025337670295281
random_dense,298.0,70.0,0.3924211052406111,0.0032723285807547
random_dense,233.0,56.0,0.3951503667853773,0.0031786389599218
random_dense,194.0,46.0,0.442828288367332,0.0051845447804368
random_dense,204.0,49.0,0.4228028090668891,0.0038203156411366
random_dense,282.0,68.0,0.3972794376540415,0.0034356213168208
random_dense,191.0,47.0,0.4136682633396458,0.0035584410971052
random_dense,270.0,59.0,0.379485158917783,0.0028488491434874
random_dense,264.0,64.0,0.4036911669890393,0.0035847136017153
random_dense,248.0,57.0,0.3825426103866392,0.0029405500068507
random_dense,341.0,77.0,0.356853538819908,0.0025122297214936
random_dense,258.0,64.0,0.4252982571884106,0.0041280047431184
random_dense,267.0,63.0,0.3810064546975855,0.0029030891708709
random_dense,294.0,68.0,0.3849538042167221,0.0030549997875944
random_dense,222.0,51.0,0.3914366494153728,0.0031107242723496
random_dense,185.0,47.0,0.4393856622580026,0.0049087056802805
random_dense,237.0,51.0,0.3712631295448424,0.0024905189294558
random_dense,216.0,54.0,0.4109042553191489,0.0036145128781165
random_dense,276.0,65.0,0.3846329273306609,0.0028885909932047
random_dense,253.0,57.0,0.370062792588232,0.0025707007197441
random_dense,257.0,67.0,0.414779783094627,0.0038040084619056
random_dense,188.0,44.0,0.4105128640410442,0.0033643469717917
random_dense,240.0,58.0,0.393713061465721,0.0034383605346778
random_dense,231.0,56.0,0.3994082158975776,0.0033866208588456
random_dense,320.0,65.0,0.3943816489361702,0.0042664519172278
random_dense,316.0,73.0,0.3861769458658767,0.0032986760781609
random_dense,315.0,68.0,0.3670663064280085,0.0030841693703638
random_dense,305.0,55.0,0.3440123241483548,0.0022715376525262
random_dense,304.0,62.0,0.3788902108995893,0.0029524451746004
random_dense,296.0,62.0,0.3798639064596511,0.0032144002316889
random_dense,269.0,53.0,0.3682933902818424,0.0030707727910073
random_dense,297.0,52.0,0.3662631038517563,0.0027010868848929
random_dense,267.0,57.0,0.3763015645336945,0.0038947842316999
random_dense,278.0,54.0,0.3358462166437063,0.0024476536679407
random_dense,277.0,59.0,0.3793206083416545,0.0036311271010858
random_dense,298.0,46.0,0.3216419153696035,0.0020694069295548
